City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
247,Kaitangata,NZ,2021-09-18 18:41:13,-46.2817,169.8464,38.19,87,100,4.03
248,Xuddur,SO,2021-09-18 18:41:14,4.1213,43.8894,78.13,61,100,19.26
249,Samsun,TR,2021-09-18 18:41:14,41.25,36.3333,63.36,88,0,2.3
250,Raudeberg,NO,2021-09-18 18:41:14,61.9875,5.1352,54.86,89,100,13.98
251,Vangaindrano,MG,2021-09-18 18:41:15,-23.35,47.6,63.61,72,2,9.57
252,North Bend,US,2021-09-18 18:41:15,43.4065,-124.2243,62.92,92,90,17.27
253,Karratha,AU,2021-09-18 18:41:15,-20.7377,116.8463,71.53,43,0,8.57
254,Fare,PF,2021-09-18 18:41:15,-16.7,-151.0167,77.83,74,48,20.62
255,Pisco,PE,2021-09-18 18:41:16,-13.7,-76.2167,62.02,82,90,8.05
256,Mala Tokmachka,UA,2021-09-18 18:41:16,47.5356,35.8929,66.76,74,100,12.93
257,Weihe,CN,2021-09-18 18:41:16,32.9952,105.3247,55.85,83,100,6.46
258,Lola,GN,2021-09-18 18:41:17,7.8,-8.5333,72.46,96,18,3.51
259,Koluszki,PL,2021-09-18 18:36:44,51.7387,19.8199,50.9,93,100,8.84
260,Jacareacanga,BR,2021-09-18 18:41:17,-6.2222,-57.7528,77.56,81,95,2.91
261,Coahuayana,MX,2021-09-18 18:41:17,18.7333,-103.6833,85.48,73,98,5.97
262,Severo-Kurilsk,RU,2021-09-18 18:41:18,50.6789,156.125,49.51,88,100,10.16
263,Maraa,BR,2021-09-18 18:41:18,-1.8333,-65.3667,91.33,47,95,1.57
264,Barcelos,PT,2021-09-18 18:40:49,41.5388,-8.6151,67.91,74,7,9.89
265,Saulkrasti,LV,2021-09-18 18:41:19,57.2622,24.4147,48.15,68,3,15.39
266,Amos,CA,2021-09-18 18:38:43,48.5669,-78.1162,59.27,48,66,6.11
267,Rio Grande City,US,2021-09-18 18:41:19,26.3798,-98.8203,97.83,33,0,7.9
268,Isangel,VU,2021-09-18 18:41:19,-19.55,169.2667,66.31,82,32,4.61
269,Gorontalo,ID,2021-09-18 18:41:20,0.5412,123.0595,75.49,91,96,5.39
270,Indianola,US,2021-09-18 18:41:20,41.3581,-93.5574,84.69,54,0,7.29
271,Talaya,RU,2021-09-18 18:41:20,61.3833,152.75,42.04,85,100,3.8
272,Deep River,CA,2021-09-18 18:41:21,46.1001,-77.4995,70.43,33,97,6.13
273,Provideniya,RU,2021-09-18 18:41:21,64.3833,-173.3,42.64,87,0,7.78
274,Taoudenni,ML,2021-09-18 18:41:21,22.6783,-3.9836,103.82,10,11,8.43
275,Salalah,OM,2021-09-18 18:38:50,17.0151,54.0924,80.69,94,75,6.91
276,Arvika,SE,2021-09-18 18:41:22,59.6553,12.5852,48.9,74,100,2.06
277,Oranjemund,NA,2021-09-18 18:41:22,-28.55,16.4333,56.95,85,9,16.84
278,Te Anau,NZ,2021-09-18 18:41:22,-45.4167,167.7167,42.17,95,100,4.85
279,Kloulklubed,PW,2021-09-18 18:41:23,7.0419,134.2556,75.7,79,91,11.77
280,Tual,ID,2021-09-18 18:41:23,-5.6667,132.75,79.77,80,100,19.04
281,Hasaki,JP,2021-09-18 18:41:23,35.7333,140.8333,72.0,89,100,27.85
282,Tahe,CN,2021-09-18 18:41:23,52.3333,124.7333,34.61,77,0,3.69
283,Tiksi,RU,2021-09-18 18:41:24,71.6872,128.8694,34.34,78,100,16.84
284,Oktyabrskiy,RU,2021-09-18 18:41:24,54.4815,53.471,37.18,83,50,7.65
285,Sibut,CF,2021-09-18 18:41:24,5.718,19.0739,68.92,91,55,2.48
286,Tabas,IR,2021-09-18 18:41:25,33.5959,56.9244,85.35,8,0,3.33
287,Nioro,GM,2021-09-18 18:41:25,13.35,-15.75,79.57,85,100,3.87
288,Baj Baj,IN,2021-09-18 18:41:05,22.4747,88.1703,82.36,91,100,4.05
289,Roald,NO,2021-09-18 18:41:25,62.5833,6.1333,58.15,93,75,3.44
290,Lokachi,UA,2021-09-18 18:41:26,50.737,24.6494,48.74,91,100,8.01
291,Guilin,CN,2021-09-18 18:40:40,25.2819,110.2864,77.11,90,64,1.39
292,Nouadhibou,MR,2021-09-18 18:40:00,20.931,-17.0347,80.58,83,96,20.71
293,Izhma,RU,2021-09-18 18:41:26,65.0083,53.9113,37.31,77,100,12.26
294,Inuvik,CA,2021-09-18 18:39:13,68.3499,-133.7218,44.64,93,90,2.3
